# OpenSignals Text File Format
# {"20:15:12:22:97:41": {"sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "device name": "20:15:12:22:97:41", "column": ["nSeq", "I1", "I2", "O1", "O2", "EMG1", "EMG2", "EMG3", "ACC1", "ACC2", "ACC3"], "sync interval": 2, "time": "21:27:22.234", "comments": "", "device connection": "BTH20:15:12:22:97:41", "channels": [1, 2, 3, 4, 5, 6], "date": "2017-4-26", "mode": 0, "digital IO": [0, 0, 1, 1], "firmware version": 1281, "device": "bitalino_rev", "position": 0, "sampling rate": 1000, "label": ["EMG1", "EMG2", "EMG3", "ACC1", "ACC2", "ACC3"], "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "special": [{}, {}, {}, {}, {}, {}]}}
# EndOfHeader
0	1	1	0	0	509	512	508	505	31	38	
1	1	1	0	0	509	514	509	505	31	38	
2	1	1	0	0	511	515	509	505	31	38	
3	1	1	0	0	510	515	508	504	31	38	
4	1	1	0	0	509	512	510	505	31	38	
5	1	1	0	0	509	511	509	505	31	38	
6	1	1	0	0	508	510	508	505	31	38	
7	1	1	0	0	511	512	508	505	31	38	
8	1	1	0	0	509	514	508	505	31	38	
9	1	1	0	0	510	512	509	506	31	38	
10	1	1	0	0	509	511	511	505	31	38	
11	1	1	0	0	510	515	508	505	31	38	
12	1	1	0	0	509	512	509	505	31	38	
13	1	1	0	0	509	511	507	504	31	38	
14	1	1	0	0	510	514	508	504	31	38	
15	1	1	0	0	510	513	509	504	31	38	
0	1	1	0	0	509	513	509	505	31	38	
1	1	1	0	0	510	514	508	506	31	38	
2	1	1	0	0	510	513	509	505	31	38	
3	1	1	0	0	512	514	509	505	31	38	
4	1	1	0	0	509	515	509	505	31	38	
5	1	1	0	0	508	517	510	506	31	38	
6	1	1	0	0	509	514	508	506	31	38	
7	1	1	0	0	508	516	510	505	31	38	
8	1	1	0	0	511	515	508	505	31	38	
9	1	1	0	0	511	512	508	504	31	38	
10	1	1	0	0	510	512	510	505	31	38	
11	1	1	0	0	509	512	509	505	31	38	
12	1	1	0	0	509	512	509	505	31	38	
13	1	1	0	0	508	512	509	505	31	38	
14	1	1	0	0	510	513	510	506	31	38	
15	1	1	0	0	510	511	509	505	31	38	
0	1	1	0	0	508	510	506	506	31	38	
1	1	1	0	0	511	509	509	506	31	38	
2	1	1	0	0	511	513	507	506	31	38	
3	1	1	0	0	510	515	509	505	31	38	
4	1	1	0	0	510	513	510	504	31	38	
5	1	1	0	0	511	516	508	505	31	38	
6	1	1	0	0	510	513	510	505	31	38	
7	1	1	0	0	511	514	510	505	31	38	
8	1	1	0	0	509	513	510	505	31	38	
9	1	1	0	0	510	514	509	505	31	38	
10	1	1	0	0	511	512	509	506	31	38	
11	1	1	0	0	511	512	510	506	31	38	
12	1	1	0	0	511	512	511	506	31	38	
13	1	1	0	0	510	513	510	506	31	38	
14	1	1	0	0	510	512	507	506	31	38	
15	1	1	0	0	510	513	507	506	31	38	
0	1	1	0	0	509	513	509	505	31	38	
1	1	1	0	0	509	513	507	505	31	38	
2	1	1	0	0	510	512	510	505	31	38	
3	1	1	0	0	510	514	508	505	31	38	
4	1	1	0	0	511	513	509	505	31	38	
5	1	1	0	0	512	513	510	506	31	38	
6	1	1	0	0	512	514	510	505	31	38	
7	1	1	0	0	511	515	511	506	31	38	
8	1	1	0	0	511	513	511	506	31	38	
9	1	1	0	0	511	513	511	505	31	38	
10	1	1	0	0	510	513	509	505	31	38	
11	1	1	0	0	510	514	508	505	31	38	
12	1	1	0	0	510	513	510	504	31	38	
13	1	1	0	0	508	511	508	505	31	38	
14	1	1	0	0	509	513	507	504	31	38	
15	1	1	0	0	508	514	507	505	31	38	
0	1	1	0	0	508	511	508	505	31	38	
1	1	1	0	0	508	513	509	505	31	38	
2	1	1	0	0	508	512	511	505	31	38	
3	1	1	0	0	509	515	510	505	31	38	
4	1	1	0	0	509	512	511	505	31	38	
5	1	1	0	0	510	511	510	505	31	38	
6	1	1	0	0	510	514	508	505	31	38	
7	1	1	0	0	510	514	508	505	31	38	
8	1	1	0	0	510	514	509	506	31	38	
9	1	1	0	0	510	512	509	506	31	38	
10	1	1	0	0	508	511	509	506	31	38	
11	1	1	0	0	508	514	510	505	31	38	
12	1	1	0	0	511	511	508	505	31	38	
13	1	1	0	0	513	514	509	505	31	38	
14	1	1	0	0	510	515	510	506	31	38	
15	1	1	0	0	511	514	509	506	31	38	
0	1	1	0	0	510	512	509	506	31	38	
1	1	1	0	0	510	512	509	505	31	38	
2	1	1	0	0	510	514	506	505	31	38	
3	1	1	0	0	510	512	510	505	31	38	
4	1	1	0	0	511	511	510	505	31	38	
5	1	1	0	0	510	512	508	506	31	38	
6	1	1	0	0	509	513	510	505	31	38	
7	1	1	0	0	510	511	508	505	31	38	
8	1	1	0	0	509	512	508	506	31	38	
9	1	1	0	0	507	514	509	506	31	38	
10	1	1	0	0	508	513	507	506	31	38	
11	1	1	0	0	511	513	508	505	31	38	
12	1	1	0	0	510	514	510	505	31	38	
13	1	1	0	0	508	515	507	504	31	38	
14	1	1	0	0	510	512	509	505	31	38	
15	1	1	0	0	510	510	510	505	31	38	
0	1	1	0	0	511	511	509	505	31	38	
1	1	1	0	0	510	510	511	505	31	38	
2	1	1	0	0	511	513	512	505	31	38	
3	1	1	0	0	510	513	508	505	31	38	
4	1	1	0	0	510	513	510	505	31	38	
5	1	1	0	0	509	515	509	505	31	38	
6	1	1	0	0	511	513	508	505	31	38	
7	1	1	0	0	511	516	508	505	31	38	
8	1	1	0	0	510	515	510	504	31	38	
9	1	1	0	0	509	514	508	504	31	38	
10	1	1	0	0	510	512	510	504	31	38	
11	1	1	0	0	509	512	509	505	31	38	
12	1	1	0	0	508	513	509	505	31	38	
13	1	1	0	0	510	512	508	505	31	38	
14	1	1	0	0	510	513	508	505	31	38	
15	1	1	0	0	510	512	509	506	31	38	
0	1	1	0	0	511	514	510	505	31	38	
1	1	1	0	0	510	512	508	505	31	38	
2	1	1	0	0	510	512	509	504	31	38	
3	1	1	0	0	510	513	508	505	31	38	
4	1	1	0	0	511	512	509	505	31	38	
5	1	1	0	0	510	513	510	505	31	38	
6	1	1	0	0	510	510	508	505	31	38	
7	1	1	0	0	510	513	508	506	31	38	
8	1	1	0	0	511	511	510	505	31	38	
9	1	1	0	0	510	513	507	506	31	38	
