# OpenSignals Text File Format
# {"20:15:12:22:97:41": {"sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "device name": "20:15:12:22:97:41", "column": ["nSeq", "I1", "I2", "O1", "O2", "EMG1", "EMG2", "EMG3", "ACC1", "ACC2", "ACC3"], "sync interval": 2, "time": "21:54:28.940", "comments": "", "device connection": "BTH20:15:12:22:97:41", "channels": [1, 2, 3, 4, 5, 6], "date": "2017-4-26", "mode": 0, "digital IO": [0, 0, 1, 1], "firmware version": 1281, "device": "bitalino_rev", "position": 0, "sampling rate": 1000, "label": ["EMG1", "EMG2", "EMG3", "ACC1", "ACC2", "ACC3"], "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "special": [{}, {}, {}, {}, {}, {}]}}
# EndOfHeader
0	1	1	0	0	507	512	507	515	26	36	
1	1	1	0	0	512	512	510	516	27	36	
2	1	1	0	0	513	511	507	515	27	36	
3	1	1	0	0	511	511	510	515	26	36	
4	1	1	0	0	507	514	508	515	27	36	
5	1	1	0	0	512	516	507	515	27	36	
6	1	1	0	0	514	513	510	515	27	36	
7	1	1	0	0	518	513	507	515	27	36	
8	1	1	0	0	516	512	507	516	26	36	
9	1	1	0	0	513	513	511	516	27	36	
10	1	1	0	0	511	513	510	516	27	36	
11	1	1	0	0	497	512	509	515	26	36	
12	1	1	0	0	480	512	510	515	27	36	
13	1	1	0	0	468	514	510	515	27	36	
14	1	1	0	0	486	512	507	515	26	36	
15	1	1	0	0	511	513	511	515	26	36	
0	1	1	0	0	555	517	511	516	26	36	
1	1	1	0	0	587	518	509	515	27	36	
2	1	1	0	0	539	515	510	516	27	36	
3	1	1	0	0	512	515	510	516	26	36	
4	1	1	0	0	508	514	508	516	27	36	
5	1	1	0	0	507	512	512	515	26	36	
6	1	1	0	0	505	512	511	516	27	36	
7	1	1	0	0	503	514	511	516	27	36	
8	1	1	0	0	504	513	510	516	26	36	
9	1	1	0	0	500	513	509	515	26	36	
10	1	1	0	0	483	513	509	515	26	36	
11	1	1	0	0	489	511	510	515	26	36	
12	1	1	0	0	499	510	511	515	27	36	
13	1	1	0	0	503	513	509	516	27	36	
14	1	1	0	0	508	515	508	516	27	36	
15	1	1	0	0	547	515	511	516	27	36	
0	1	1	0	0	572	511	509	517	26	36	
1	1	1	0	0	513	514	508	517	27	36	
2	1	1	0	0	479	514	510	516	27	36	
3	1	1	0	0	509	512	511	516	26	36	
4	1	1	0	0	511	515	511	516	27	36	
5	1	1	0	0	496	516	510	515	27	36	
6	1	1	0	0	495	514	509	515	26	36	
7	1	1	0	0	500	513	508	516	27	36	
