# OpenSignals Text File Format
# {"20:15:12:22:97:41": {"sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "device name": "20:15:12:22:97:41", "column": ["nSeq", "I1", "I2", "O1", "O2", "EMG1", "EMG2", "EMG3", "ACC1", "ACC2", "ACC3"], "sync interval": 2, "time": "21:57:17.504", "comments": "", "device connection": "BTH20:15:12:22:97:41", "channels": [1, 2, 3, 4, 5, 6], "date": "2017-4-26", "mode": 0, "digital IO": [0, 0, 1, 1], "firmware version": 1281, "device": "bitalino_rev", "position": 0, "sampling rate": 1000, "label": ["EMG1", "EMG2", "EMG3", "ACC1", "ACC2", "ACC3"], "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "special": [{}, {}, {}, {}, {}, {}]}}
# EndOfHeader
0	1	1	0	0	514	512	508	484	28	37	
1	1	1	0	0	510	516	512	483	28	37	
2	1	1	0	0	511	511	513	483	28	37	
3	1	1	0	0	511	515	515	484	28	37	
4	1	1	0	0	512	513	511	483	28	37	
5	1	1	0	0	512	511	509	483	28	37	
6	1	1	0	0	507	513	509	483	28	37	
7	1	1	0	0	504	511	509	483	28	37	
8	1	1	0	0	508	511	513	483	28	37	
9	1	1	0	0	511	512	516	484	28	37	
10	1	1	0	0	509	511	517	484	28	37	
11	1	1	0	0	511	514	521	484	28	37	
12	1	1	0	0	512	514	507	484	28	37	
13	1	1	0	0	510	514	512	484	28	37	
14	1	1	0	0	510	512	504	484	28	37	
15	1	1	0	0	509	511	501	483	28	37	
0	1	1	0	0	510	513	497	484	28	37	
1	1	1	0	0	508	512	504	483	28	37	
2	1	1	0	0	511	513	515	483	28	37	
3	1	1	0	0	508	512	516	483	28	37	
4	1	1	0	0	509	513	515	483	28	37	
5	1	1	0	0	511	513	502	483	28	37	
6	1	1	0	0	513	515	501	484	28	37	
7	1	1	0	0	513	519	504	484	28	37	
8	1	1	0	0	510	513	503	484	28	37	
9	1	1	0	0	510	513	514	484	28	37	
10	1	1	0	0	508	510	537	484	28	37	
11	1	1	0	0	510	510	536	484	28	37	
12	1	1	0	0	512	514	520	484	28	37	
13	1	1	0	0	509	512	475	484	28	37	
14	1	1	0	0	509	513	480	483	28	37	
15	1	1	0	0	508	512	491	483	28	37	
0	1	1	0	0	509	515	509	484	28	37	
1	1	1	0	0	505	513	518	483	28	37	
2	1	1	0	0	511	512	520	484	28	37	
3	1	1	0	0	513	511	517	483	28	37	
4	1	1	0	0	511	513	504	484	28	37	
5	1	1	0	0	514	512	500	484	28	37	
6	1	1	0	0	508	514	501	484	28	37	
7	1	1	0	0	507	510	521	485	28	37	
8	1	1	0	0	505	508	568	483	28	37	
9	1	1	0	0	507	510	535	484	28	37	
10	1	1	0	0	512	518	506	483	28	37	
11	1	1	0	0	513	519	441	484	28	37	
12	1	1	0	0	509	511	512	483	28	37	
13	1	1	0	0	507	509	563	483	28	37	
14	1	1	0	0	506	515	510	483	28	37	
15	1	1	0	0	510	518	476	483	28	37	
0	1	1	0	0	511	517	416	483	28	37	
1	1	1	0	0	511	516	503	483	28	37	
2	1	1	0	0	510	511	512	484	28	37	
3	1	1	0	0	527	514	513	484	28	37	
4	1	1	0	0	508	509	518	483	28	37	
5	1	1	0	0	502	512	523	484	28	37	
6	1	1	0	0	505	513	518	483	28	37	
7	1	1	0	0	507	512	508	484	28	37	
8	1	1	0	0	506	515	498	484	28	37	
9	1	1	0	0	510	513	512	483	28	37	
10	1	1	0	0	511	511	524	483	28	37	
11	1	1	0	0	511	508	539	484	28	37	
12	1	1	0	0	512	514	575	484	28	37	
13	1	1	0	0	510	514	473	484	28	37	
14	1	1	0	0	510	515	443	485	28	37	
15	1	1	0	0	509	516	499	484	28	37	
0	1	1	0	0	510	515	521	484	28	37	
1	1	1	0	0	510	514	524	484	28	37	
2	1	1	0	0	510	512	524	484	28	37	
3	1	1	0	0	511	513	515	484	28	37	
